surgeon_id,timestamp,cognitive_state,pupil_diameter_mm,grip_force_newtons,instrument_tremor_hz,tonic_pupil_level_30s,grip_force_variability_15s,tremor_trend_10s,phasic_pupil_change_5s,pupil_diameter_lag_5s
1,6,Optimal,3.6297356775253857,15.058111349490137,1.0105090723360213,3.491739959594067,0.07377042297605864,1.0329413243960457,0.09102162533742009,3.5387140521879656
1,7,Optimal,3.657379425344285,15.138922921897947,1.0931116949300317,3.491739959594067,0.07377042297605864,1.0329413243960457,0.10046104808883527,3.5387140521879656
1,8,Optimal,3.5444286433940584,15.081597891760168,1.0634075274494543,3.491739959594067,0.07377042297605864,1.0329413243960457,-0.03622280849265502,3.5387140521879656
1,9,Optimal,3.5141341936613344,15.09771937282128,1.058908300628622,3.491739959594067,0.07377042297605864,1.0329413243960457,-0.06766017646659739,3.5387140521879656
1,10,Optimal,3.4911362054508985,15.150384073936817,0.9925735034428292,3.491739959594067,0.07377042297605864,1.0329413243960457,-0.08574219297170682,3.5387140521879656
1,11,Optimal,3.471496877873146,14.974325295964494,0.980799762722074,3.491739959594067,0.07377042297605864,1.0288032377647833,-0.09586595120204633,3.6297356775253857
1,12,Optimal,3.4674527827158728,15.023004885952602,1.0349299151520417,3.491739959594067,0.07377042297605864,1.0300781663765175,-0.06826228642887155,3.657379425344285
1,13,Optimal,3.534086090123896,14.949732166254668,0.9813678256565762,3.491739959594067,0.07377042297605864,1.0259968860387052,0.03635634950483402,3.5444286433940584
1,14,Optimal,3.5659875128374425,14.93485439153011,0.9234658647955778,3.491739959594067,0.07377042297605864,1.016125409614793,0.07032628287241316,3.5141341936613344
1,15,Optimal,3.561580346251277,14.928472232581942,0.95734752143756785,3.491739959594067,0.07377042297605864,1.0096420988550796,0.05554845245102635,3.4911362054508985
1,16,Optimal,3.5840935998258217,15.064026648526724,1.039717605868108,3.491739959594067,0.07391986460290982,1.0125629522082884,0.06397287786549466,3.471496877873146
1,17,Optimal,3.589615065872697,15.29201955322127,0.9738661426696352,3.491739959594067,0.1006574412104778,1.0006383969822488,0.046974999521834704,3.4674527827158728
1,18,Optimal,3.494919521583749,15.34433525223766,0.9760897824938276,3.491739959594067,0.1253904954802702,0.991906622486686,-0.07215300139847836,3.534086090123896
1,19,Optimal,3.518546449008492,15.433055742060072,1.0357691694015934,3.491739959594067,0.15405859188233362,0.9895927093639832,-0.04069276026570634,3.5659875128374425
1,20,Optimal,3.5218684380895375,15.491851297285312,1.0828258574352208,3.491739959594067,0.18032381791711824,0.9986179447632224,-0.027882558418870218,3.561580346251277
1,21,Optimal,3.407678964377941,15.209604725576606,1.061028169511673,3.491739959594067,0.18020260328200566,1.0066407854421824,-0.1341296504981191,3.5840935998258217
