surgeon_id,timestamp,cognitive_state,pupil_diameter_mm,grip_force_newtons,instrument_tremor_hz
1,1,Optimal,3.5387140521879656,14.971311155537672,1.0221806290347
1,2,Optimal,3.5387140521879656,14.971311155537672,1.0221806290347
1,3,Optimal,3.5387140521879656,14.971311155537672,1.0221806290347
1,4,Optimal,3.5387140521879656,14.971311155537672,1.0221806290347
1,5,Optimal,3.5387140521879656,14.971311155537672,1.0221806290347
1,6,Optimal,3.6297356775253853,15.058111349490137,1.0105090723360213
1,7,Optimal,3.657379425344285,15.138922921897949,1.0931116949300315
1,8,Optimal,3.5444286433940584,15.081597891760168,1.0634075274494545
1,9,Optimal,3.5141341936613344,15.09771937282128,1.058908300628622
1,10,Optimal,3.4911362054508985,15.150384073936817,0.9925735034428291
1,11,Optimal,3.471496877873146,14.974325295964494,0.9807997627220739
1,12,Optimal,3.4674527827158728,15.023004885952602,1.0349299151520415
1,13,Optimal,3.534086090123896,14.949732166254668,0.9813678256565762
1,14,Optimal,3.5659875128374425,14.93485439153011,0.9234658647955778
1,15,Optimal,3.561580346251277,14.928472232581942,0.95734752143756785
1,16,Optimal,3.5840935998258217,15.064026648526724,1.039717605868108
1,17,Optimal,3.589615065872697,15.29201955322127,0.9738661426696353
1,18,Optimal,3.494919521583749,15.34433525223766,0.9760897824938277
1,19,Optimal,3.518546449008492,15.433055742060072,1.0357691694015934
1,20,Optimal,3.5218684380895375,15.491851297285312,1.0828258574352208
1,21,Optimal,3.407678964377941,15.209604725576606,1.061028169511673
1,22,Optimal,3.3790459486624393,14.849396329712425,1.0363140380349347
1,23,Optimal,3.4166704569953352,14.98236267797157,1.0327954259760275
1,24,Optimal,3.3594605717611423,14.943649634161,1.0513379977248183
1,25,Optimal,3.3533706573562894,14.973193097455056,1.04202475040815
1,26,Optimal,3.328615873166067,15.048697057253458,1.0078085642811252
1,27,Optimal,3.3708463515321796,15.259444206788896,1.0558948012916434
1,28,Optimal,3.41802145417793,15.050538567993826,1.1240553619515734
1,29,Optimal,3.4016516258690976,15.023688877741483,1.0730300863686735
1,30,Optimal,3.476805793425865,15.21342099185971,0.9929159994688419
1,31,Optimal,3.561332094714634,15.159608669410309,1.032779256010039
1,32,Optimal,3.516017753615162,15.086266712196363,1.004997061998108
1,33,Optimal,3.5456878553435027,14.960705965542648,0.9472267769348797
1,34,Optimal,3.626338672325302,14.974530983281051,0.9046357761237196
1,35,Optimal,3.609049318748004,14.789734074675977,1.0033364849528559
1,36,Optimal,3.6195363600529356,15.005773244442583,1.0138053126471374
1,37,Optimal,3.6534959255141297,15.051862060064954,0.9723437797251595
1,38,Optimal,3.61521443064926,15.293369180686804,1.025773941813019
1,39,Optimal,3.5678505845983417,15.141010850025719,1.0406026308827152
1,40,Optimal,3.5197685012923463,15.184752800519004,0.9419567700033109
1,41,Optimal,3.464434611971522,15.058216264765225,0.9193350441434112
1,42,Optimal,3.4339612147092344,14.924676849567138,0.985590960523931
1,43,Optimal,3.385821829069573,14.860988664741233,0.9275704394229874
